variant_index,position,maf,beta,is_causal
754,482333.0,0.0699,0.0,0
755,482579.0,0.1053,0.0,0
756,483652.0,0.0887,0.0,0
757,484491.0,0.0133,0.0,0
758,484898.0,0.0137,0.0,0
759,485158.0,0.41779999999999995,0.0,0
760,485636.0,0.0575,0.0,0
761,485821.0,0.0166,0.0,0
762,486510.0,0.0166,0.0,0
763,487339.0,0.1596,0.0,0
764,487690.0,0.0404,0.0,0
765,488245.0,0.0408,0.0,0
766,488254.0,0.0321,0.0,0
767,488530.0,0.1579,0.0,0
768,491623.0,0.0872,0.0,0
769,491719.0,0.0148,0.0,0
770,492829.0,0.0349,0.0,0
771,493503.0,0.1577,0.0,0
772,495078.0,0.3176,0.0,0
773,495107.0,0.3176,0.0,0
774,495349.0,0.0176,0.0,0
775,495428.0,0.1639,0.0,0
776,495444.0,0.4155,0.0,0
777,495839.0,0.0614,0.0,0
778,496420.0,0.0398,0.0,0
779,496533.0,0.157,0.0,0
780,496554.0,0.2539,0.0,0
781,497454.0,0.1571,0.0,0
782,497713.0,0.1581,0.0,0
783,498970.0,0.4939,0.0,0
784,498999.0,0.1581,0.0,0
785,499366.0,0.0181,0.0,0
786,499550.0,0.051,0.0,0
787,499551.0,0.2083,0.0,0
788,500018.0,0.20830000000000004,0.0,0
789,500157.0,0.20830000000000004,-0.08436672169790149,1
790,500224.0,0.20830000000000004,0.0,0
791,500656.0,0.0604,0.0,0
792,502057.0,0.20830000000000004,-0.06613498061772012,1
793,503074.0,0.2239,0.0,0
794,503594.0,0.037,0.0,0
795,503812.0,0.051000000000000045,0.0,0
796,504305.0,0.0205,0.0,0
797,505063.0,0.051000000000000045,0.0,0
798,505163.0,0.051,0.0,0
799,505336.0,0.051,0.0,0
800,505549.0,0.051,0.0,0
801,505742.0,0.051,0.0,0
802,505850.0,0.051,0.04657865064371221,1
803,506059.0,0.036,0.0,0
804,506409.0,0.051,0.0,0
805,507179.0,0.051000000000000045,0.0,0
806,507769.0,0.051,0.0,0
807,507789.0,0.051,0.0,0
808,507921.0,0.051,0.0,0
809,509202.0,0.051,0.0,0
810,509210.0,0.051000000000000045,0.0,0
811,509815.0,0.0181,0.0,0
812,510222.0,0.1677,0.0,0
813,511166.0,0.33630000000000004,0.0,0
814,511646.0,0.0288,0.0,0
815,511673.0,0.2795,-0.010271877893381501,1
816,512288.0,0.4497,0.0,0
817,512295.0,0.2144,0.0,0
818,512918.0,0.1533,0.0,0
819,513425.0,0.0199,0.0,0
820,513612.0,0.0591,0.0,0
821,513811.0,0.0236,0.0,0
822,514450.0,0.0526,0.0,0
823,514565.0,0.0106,0.0,0
824,515625.0,0.0507,0.0,0
825,516252.0,0.0306,0.0,0
826,516296.0,0.0197,0.0,0
827,516740.0,0.05069999999999997,0.0,0
828,516814.0,0.018,0.0,0
829,516908.0,0.1533,0.0,0
830,517289.0,0.4649,-0.017813198553071296,1
831,519455.0,0.1688,0.0,0
832,519494.0,0.1496,0.0,0
833,519807.0,0.0485,0.0,0
834,520060.0,0.0335,0.0,0
835,522017.0,0.3626,0.0,0
836,522736.0,0.0158,0.0,0
837,523313.0,0.3626,0.0,0
838,523942.0,0.0666,0.0,0
839,524006.0,0.2734,0.0,0
840,524330.0,0.3629,0.0,0
841,525215.0,0.4645,0.0,0
842,525325.0,0.4645,-0.051782687641290584,1
843,526371.0,0.1726,0.0,0
844,526585.0,0.0246,0.0,0
845,526989.0,0.102,0.0,0
846,527371.0,0.0422,0.0,0
847,527593.0,0.4644,0.0,0
848,528376.0,0.46220000000000006,0.0,0
849,528910.0,0.4622,-0.07235562362115437,1
850,528980.0,0.0739,0.0,0
851,529026.0,0.46220000000000006,0.0,0
852,530585.0,0.0321,0.0,0
853,532298.0,0.0573,0.0,0
854,532336.0,0.2647,0.0,0
855,532712.0,0.0318,0.0,0
856,532936.0,0.2643,0.0,0
857,533310.0,0.4622,0.0,0
858,533626.0,0.4622,0.0,0
859,533658.0,0.4622,0.0,0
860,533679.0,0.2643,0.0,0
861,533963.0,0.4621,0.0,0
862,534170.0,0.46209999999999996,0.0,0
863,534544.0,0.4621,0.0,0
864,534868.0,0.4621,0.0,0
865,535969.0,0.2735,0.0,0
866,536299.0,0.277,0.0,0
867,536638.0,0.2761,0.0,0
868,537595.0,0.0152,0.006513726073644293,1
869,537609.0,0.2745,0.0,0
870,537798.0,0.2035,0.0,0
871,538037.0,0.2702,0.0,0
872,538292.0,0.2661,0.0,0
873,539893.0,0.3217,0.0,0
874,540573.0,0.0137,0.0,0
875,541853.0,0.0673,0.0,0
876,541930.0,0.0275,0.0,0
877,541956.0,0.3398,0.0,0
878,541963.0,0.3398,0.0,0
879,544258.0,0.0263,0.0,0
880,544650.0,0.4006,0.0,0
881,544794.0,0.4006,0.0,0
882,544832.0,0.4006,0.0,0
883,545519.0,0.4074,0.0,0
884,545521.0,0.4074,0.0,0
885,546052.0,0.2092,0.0,0
886,547350.0,0.4071,0.0,0
887,547512.0,0.4075,0.0,0
888,548120.0,0.38339999999999996,0.0,0
889,549461.0,0.0232,0.0,0
890,550247.0,0.3816,0.0,0
891,550284.0,0.3816,0.0,0
892,550430.0,0.3816,0.0,0
893,551565.0,0.0395,0.0,0
894,553940.0,0.0111,0.0,0
895,554048.0,0.1517,0.0,0
896,554051.0,0.1516,0.0,0
897,554353.0,0.0367,0.0,0
898,554568.0,0.4141,0.0,0
899,555798.0,0.0155,0.0,0
900,556112.0,0.0715,0.0,0
901,557027.0,0.0174,0.0,0
902,557127.0,0.0197,0.0,0
903,557885.0,0.0162,0.0,0
904,558297.0,0.0152,0.0,0
905,558496.0,0.1517,0.0,0
906,558791.0,0.0138,0.0,0
907,558983.0,0.3319,0.0,0
908,560459.0,0.3307,0.0,0
909,560677.0,0.1586,-0.018908127701969486,1
910,561229.0,0.0421,0.0,0
911,562025.0,0.0174,0.0,0
912,562622.0,0.0414,0.0,0
913,562710.0,0.0115,0.0,0
914,563900.0,0.1565,0.0,0
915,564442.0,0.37470000000000003,0.0,0
916,564807.0,0.1011,0.0,0
917,565001.0,0.0489,0.0,0
918,565188.0,0.1011,0.0,0
919,565544.0,0.1161,0.0,0
920,566477.0,0.3294,0.0,0
921,566518.0,0.0139,0.0,0
922,569063.0,0.166,0.0,0
923,569159.0,0.0224,0.0,0
924,575342.0,0.1843,0.0,0
925,575614.0,0.0178,0.0,0
926,577295.0,0.0429,-0.024315395453666545,1
927,577553.0,0.0429,0.01338557311719179,1
928,578110.0,0.1675,0.0,0
929,579658.0,0.0257,0.0,0
930,580141.0,0.0129,0.0,0
931,580392.0,0.0136,0.0,0
932,581986.0,0.17979999999999996,0.0,0
933,582015.0,0.1798,0.0,0
934,582425.0,0.34850000000000003,0.0,0
935,582724.0,0.4629,0.0,0
936,583605.0,0.0115,0.0,0
937,583874.0,0.0432,0.0,0
938,584687.0,0.19430000000000003,0.0,0
939,584750.0,0.0139,0.0,0
940,585264.0,0.23750000000000004,0.0,0
941,585680.0,0.0115,0.0,0
942,585690.0,0.4294,0.0,0
943,585829.0,0.226,0.0,0
944,585921.0,0.3331,0.0,0
945,585948.0,0.0246,0.0,0
946,587621.0,0.0525,0.0,0
947,588628.0,0.0107,0.0,0
948,588737.0,0.44089999999999996,0.0,0
949,589798.0,0.028,0.0,0
950,590328.0,0.0547,0.0,0
951,590860.0,0.3946,0.0,0
952,591402.0,0.0153,0.0,0
953,592322.0,0.0115,0.0,0
954,593310.0,0.0114,0.0,0
955,593355.0,0.0346,0.0,0
956,593382.0,0.3651,0.0,0
957,593460.0,0.3601,0.0,0
958,593462.0,0.0114,0.0,0
959,593772.0,0.0114,0.0,0
960,594227.0,0.12170000000000003,0.0,0
961,594336.0,0.12170000000000003,0.0,0
962,594352.0,0.12170000000000003,0.0,0
963,595035.0,0.1104,0.0,0
964,595917.0,0.2412,0.0,0
965,596141.0,0.1215,0.0,0
966,596493.0,0.0101,0.0,0
967,596990.0,0.12150000000000005,0.0,0
968,597858.0,0.3273,0.0,0
969,598235.0,0.3273,-0.0070395443208192635,1
970,598296.0,0.0114,0.0,0
971,598998.0,0.0114,0.0,0
972,599911.0,0.0248,0.0,0
973,600357.0,0.27249999999999996,0.0,0
974,600740.0,0.0706,0.0,0
975,600756.0,0.2726,0.0,0
976,601002.0,0.2726,0.0,0
977,604365.0,0.4706,0.0,0
978,604660.0,0.1109,0.0,0
979,604695.0,0.0115,0.0,0
980,605232.0,0.1365,0.0,0
981,605406.0,0.47109999999999996,0.0,0
982,606305.0,0.1538,0.0,0
983,606399.0,0.472,0.0,0
984,608149.0,0.1109,0.0,0
985,608172.0,0.1109,0.0,0
986,608265.0,0.0366,0.0,0
987,608624.0,0.1109,0.0,0
988,609153.0,0.3332,0.0,0
989,609257.0,0.34319999999999995,0.0,0
990,609413.0,0.33320000000000005,0.0,0
991,609652.0,0.3332,0.0,0
992,609738.0,0.3236,0.0,0
993,611111.0,0.3331,0.0,0
994,611147.0,0.111,0.0,0
995,611555.0,0.3331,0.0,0
996,611825.0,0.3324,0.0,0
997,612086.0,0.111,0.0,0
998,612378.0,0.0172,0.0,0
999,612429.0,0.0115,0.0,0
1000,612439.0,0.1378,0.0,0
1001,612500.0,0.4472,0.0,0
1002,612731.0,0.44720000000000004,0.0,0
1003,613022.0,0.1282,0.0,0
1004,613670.0,0.0263,0.0,0
1005,613960.0,0.0543,0.0,0
1006,615683.0,0.012,0.0,0
1007,615821.0,0.4355,0.0,0
1008,615941.0,0.0184,0.0,0
1009,617165.0,0.0488,0.0,0
1010,618300.0,0.148,0.0,0
1011,619209.0,0.0702,0.0,0
1012,620257.0,0.0702,0.0,0
1013,620742.0,0.3414,0.0,0
1014,621932.0,0.0595,0.0,0
1015,622060.0,0.0178,0.0,0
1016,622155.0,0.41479999999999995,0.0,0
1017,622223.0,0.0788,0.0,0
1018,623685.0,0.4131,0.0,0
1019,623882.0,0.012,0.0,0
1020,624002.0,0.024,0.0,0
1021,624342.0,0.0382,0.0,0
1022,625602.0,0.0412,0.0,0
1023,625851.0,0.1285,0.0,0
1024,627655.0,0.2913,0.0,0
1025,628008.0,0.024,0.0,0
1026,629350.0,0.45230000000000004,0.0,0
1027,629881.0,0.4523,0.0,0
1028,632104.0,0.0164,0.0,0
1029,632181.0,0.4522,0.0,0
1030,632597.0,0.4529,0.0,0
1031,633898.0,0.124,0.0,0
1032,634028.0,0.124,0.0,0
1033,634084.0,0.0172,0.0,0
1034,634883.0,0.4558,0.0,0
1035,634940.0,0.46540000000000004,0.0,0
1036,634999.0,0.4294,0.0,0
1037,636445.0,0.0477,0.0,0
1038,636452.0,0.0289,0.0,0
1039,636481.0,0.45709999999999995,0.0,0
1040,637340.0,0.0877,0.0,0
1041,638859.0,0.4464,0.0,0
1042,639017.0,0.049699999999999966,0.0,0
1043,639342.0,0.0327,0.0,0
1044,639756.0,0.0401,0.0,0
1045,640464.0,0.0418,0.0,0
1046,640946.0,0.4391,0.0,0
1047,641495.0,0.0418,0.0,0
1048,643038.0,0.0418,0.0,0
1049,643318.0,0.1138,0.0,0
1050,643579.0,0.0924,0.0,0
1051,643774.0,0.4761,0.0,0
1052,644903.0,0.4433,0.0,0
1053,646994.0,0.0208,0.0,0
1054,647464.0,0.49660000000000004,0.0,0
1055,647725.0,0.4401,0.0,0
1056,647954.0,0.0315,0.0,0
1057,648749.0,0.0518,0.0,0
1058,649422.0,0.05179999999999996,0.0,0
1059,649465.0,0.4449,-0.02116491560220769,1
1060,649620.0,0.0261,0.0,0
1061,650001.0,0.0136,0.0,0
1062,650036.0,0.0111,0.0,0
1063,652374.0,0.0296,0.0,0
1064,653267.0,0.0296,0.0,0
1065,653271.0,0.2429,0.0,0
1066,653776.0,0.0125,0.0,0
1067,654166.0,0.1151,0.0,0
1068,654844.0,0.0261,0.0,0
1069,655514.0,0.4054,0.0,0
1070,656035.0,0.0588,0.0,0
1071,656219.0,0.0956,-0.05943815271614255,1
1072,656409.0,0.0444,0.0,0
1073,657285.0,0.0312,0.0,0
1074,658499.0,0.0633,0.1456931233003665,1
1075,659014.0,0.0177,0.0,0
1076,659211.0,0.0125,0.0,0
1077,661250.0,0.0274,0.0,0
1078,662661.0,0.0128,0.0,0
1079,663977.0,0.0412,0.0,0
1080,664354.0,0.0906,0.0,0
1081,664376.0,0.4314,0.0,0
1082,664604.0,0.0947,0.0,0
1083,665060.0,0.4535,0.0,0
1084,665362.0,0.0221,0.0,0
1085,665412.0,0.0608,-0.0194904901577884,1
1086,666942.0,0.0303,0.0,0
1087,668420.0,0.0158,0.0,0
1088,669385.0,0.073,0.0,0
1089,669528.0,0.3998,0.0,0
1090,670670.0,0.0177,0.0,0
1091,671531.0,0.0108,0.0,0
1092,671691.0,0.073,0.0,0
1093,672380.0,0.1126,0.0,0
1094,672669.0,0.0177,0.0,0
1095,672694.0,0.337,0.0,0
1096,673177.0,0.0918,0.0,0
1097,673269.0,0.0404,0.0,0
1098,673381.0,0.0918,0.0,0
1099,673593.0,0.0918,0.0,0
1100,675009.0,0.34430000000000005,0.0,0
1101,676335.0,0.0237,0.0,0
1102,677138.0,0.0195,0.0,0
1103,677574.0,0.0918,0.0,0
1104,677580.0,0.295,0.0,0
1105,678218.0,0.0113,0.0,0
1106,678341.0,0.295,0.0,0
1107,678574.0,0.0493,0.0,0
1108,679133.0,0.346,0.0,0
1109,679248.0,0.016,0.0,0
1110,679565.0,0.2022,0.0,0
1111,679591.0,0.021,0.0,0
1112,680107.0,0.1618,0.0,0
1113,680714.0,0.0177,0.0,0
1114,681444.0,0.36729999999999996,0.0,0
1115,681489.0,0.318,0.0,0
1116,682261.0,0.3772,0.0,0
1117,682277.0,0.0162,0.0,0
1118,683466.0,0.4668,0.0,0
1119,683471.0,0.0273,0.0,0
1120,684348.0,0.3913,0.0,0
1121,685422.0,0.0269,0.0,0
1122,685723.0,0.2744,0.0,0
1123,685911.0,0.0431,0.0,0
1124,687775.0,0.0379,0.0,0
1125,687886.0,0.3703,0.0,0
1126,688332.0,0.37029999999999996,0.0,0
1127,688708.0,0.0112,0.0,0
1128,689007.0,0.0808,0.0,0
1129,689370.0,0.0529,0.0,0
1130,689407.0,0.1549,0.0,0
1131,689737.0,0.15490000000000004,0.0,0
1132,690587.0,0.0251,0.0,0
1133,690855.0,0.033,0.0,0
1134,690894.0,0.0503,0.0,0
1135,691542.0,0.1549,0.0,0
1136,691723.0,0.15490000000000004,0.0,0
1137,692028.0,0.0795,0.0,0
1138,692237.0,0.0243,0.0,0
1139,695221.0,0.1356,0.0,0
1140,695594.0,0.1286,0.0,0
1141,696635.0,0.1717,0.0,0
1142,696951.0,0.024,0.0,0
1143,697637.0,0.36560000000000004,0.01784355295747547,1
1144,699057.0,0.0217,0.0,0
1145,699267.0,0.0379,0.0,0
1146,699627.0,0.3687,0.0,0
1147,699746.0,0.058,0.09983654458458933,1
1148,701146.0,0.024,0.0,0
1149,703401.0,0.1683,0.0,0
1150,703650.0,0.0988,0.06496141488930328,1
1151,703699.0,0.0148,0.0,0
1152,703871.0,0.0132,0.0,0
1153,703994.0,0.1405,0.0,0
1154,704714.0,0.1734,0.0,0
1155,705190.0,0.0148,0.0,0
1156,707120.0,0.0185,0.0,0
1157,708007.0,0.071,0.0,0
1158,708105.0,0.0402,0.0,0
1159,708320.0,0.034,0.08839649567899416,1
1160,711078.0,0.0185,0.0,0
1161,711725.0,0.0381,0.0,0
1162,711884.0,0.0128,0.0,0
1163,713438.0,0.0142,0.0,0
1164,714610.0,0.034,0.0,0
1165,715737.0,0.1802,0.0,0
1166,715959.0,0.0526,0.0,0
1167,715998.0,0.0185,0.0,0
1168,717221.0,0.034,0.0,0
1169,718599.0,0.0252,0.0,0
1170,719959.0,0.3436,0.0,0
1171,720032.0,0.0879,0.0,0
1172,721464.0,0.046,0.0,0
1173,721728.0,0.0124,0.0,0
1174,723181.0,0.0227,0.0,0
1175,724697.0,0.0111,0.00785242837226723,1
1176,724876.0,0.0148,0.0,0
1177,725437.0,0.0604,0.011886780116613895,1
1178,725785.0,0.0148,0.0,0
1179,726206.0,0.2201,0.0,0
1180,726536.0,0.0673,0.0,0
1181,726921.0,0.0387,0.0,0
1182,727824.0,0.03,0.0,0
1183,729719.0,0.4481,0.0,0
1184,730662.0,0.2142,0.0,0
1185,730711.0,0.03,-0.002689127540916025,1
1186,731579.0,0.2118,0.0,0
1187,734146.0,0.1941,0.0,0
1188,734190.0,0.2532,0.0,0
1189,734344.0,0.2139,0.0,0
1190,734769.0,0.0239,0.0,0
1191,737619.0,0.0297,0.0,0
1192,737709.0,0.0248,0.0,0
1193,738013.0,0.317,0.0,0
1194,738595.0,0.31910000000000005,0.0,0
1195,738747.0,0.048,0.0,0
1196,738765.0,0.0263,0.0,0
1197,739079.0,0.31910000000000005,0.0,0
1198,740079.0,0.0299,0.0,0
1199,740688.0,0.3265,0.0,0
1200,740782.0,0.0227,0.0,0
1201,741101.0,0.0179,0.0,0
1202,741273.0,0.3265,0.0,0
1203,741328.0,0.0299,0.0,0
1204,741654.0,0.0203,0.0,0
1205,741842.0,0.3359,0.0,0
1206,742134.0,0.3359,0.0,0
1207,743083.0,0.336,-0.07230289271942274,1
1208,743541.0,0.336,0.0,0
1209,743700.0,0.3029,0.0,0
1210,743746.0,0.0414,0.0,0
1211,743831.0,0.336,0.0,0
1212,743927.0,0.0299,0.0,0
1213,744188.0,0.3029,0.0,0
1214,744359.0,0.3359,-0.05979198227945198,1
1215,744409.0,0.3359,0.0,0
1216,745144.0,0.33599999999999997,0.0,0
1217,745765.0,0.0299,0.0,0
1218,745786.0,0.0415,0.0,0
1219,745942.0,0.0124,0.0,0
1220,746219.0,0.0947,0.0,0
1221,748202.0,0.061,0.0,0
1222,748310.0,0.0492,0.0,0
1223,748367.0,0.034,0.0,0
1224,748500.0,0.09179999999999999,0.0,0
1225,748868.0,0.3006,0.0,0
1226,749230.0,0.12270000000000003,0.0,0
1227,749423.0,0.2477,0.0,0
1228,749509.0,0.2409,0.0,0
1229,749565.0,0.0197,0.0,0
1230,750217.0,0.1134,0.0,0
1231,751297.0,0.2475,0.0,0
1232,751637.0,0.4887,0.0,0
1233,751663.0,0.4887,0.0,0
1234,751808.0,0.4887,0.0,0
1235,751891.0,0.3979,0.0,0
1236,752089.0,0.0503,0.0,0
1237,752169.0,0.4229,0.0,0
1238,752594.0,0.3011,0.0,0
1239,752620.0,0.0504,0.0,0
1240,753041.0,0.0533,0.0,0
1241,753909.0,0.3588,0.0,0
1242,753935.0,0.0911,0.0,0
1243,754171.0,0.0911,0.0,0
1244,754658.0,0.0911,0.0,0
1245,755775.0,0.2686,0.0,0
1246,756210.0,0.0534,0.0,0
1247,756233.0,0.3657,0.0,0
1248,757081.0,0.3657,0.0,0
1249,757152.0,0.1473,0.0,0
1250,757620.0,0.0211,0.0,0
1251,757824.0,0.0986,0.0,0
1252,757957.0,0.0971,0.0,0
1253,757970.0,0.2297,0.0,0
1254,758289.0,0.1235,0.0,0
1255,758531.0,0.3021,0.0,0
1256,759146.0,0.061,0.0,0
1257,759526.0,0.1235,0.041906328394719056,1
1258,759958.0,0.03,0.0,0
1259,760513.0,0.0157,0.0,0
1260,760748.0,0.396,0.0,0
1261,761057.0,0.0503,0.0731651445609781,1
1262,761239.0,0.1235,0.0,0
1263,761309.0,0.1235,0.0,0
1264,761484.0,0.0234,0.0,0
1265,761505.0,0.2725,0.0,0
1266,761640.0,0.1232,-0.04986234138007409,1
1267,761777.0,0.0128,0.0,0
1268,762334.0,0.39570000000000005,0.0,0
1269,762726.0,0.1232,0.08008894456604577,1
1270,763437.0,0.0234,0.0,0
1271,764022.0,0.0234,0.0,0
1272,765290.0,0.1048,0.0,0
1273,765670.0,0.019,-0.06883430737781544,1
1274,766192.0,0.101,0.0,0
1275,766898.0,0.0651,0.0,0
1276,767579.0,0.08150000000000002,0.0,0
1277,767672.0,0.0815,0.0,0
1278,767786.0,0.08150000000000002,0.0,0
1279,768625.0,0.2372,0.0,0
1280,768818.0,0.0833,0.0,0
1281,768894.0,0.0833,0.0,0
1282,769010.0,0.08330000000000004,0.0,0
1283,769092.0,0.0834,-0.031987576637487386,1
1284,769358.0,0.0111,0.0,0
1285,769387.0,0.08230000000000004,0.0,0
1286,769413.0,0.08230000000000004,0.0,0
1287,769415.0,0.0113,0.0,0
1288,769631.0,0.0823,0.0,0
1289,770174.0,0.0823,0.0,0
1290,770972.0,0.036800000000000055,0.0,0
1291,771923.0,0.0368,0.0,0
1292,771970.0,0.0344,0.0,0
1293,772721.0,0.036800000000000055,0.0,0
1294,772769.0,0.0368,0.0,0
1295,773562.0,0.0109,0.0,0
1296,774093.0,0.011,0.0,0
1297,774225.0,0.0608,0.0,0
1298,774495.0,0.0374,0.0,0
1299,776596.0,0.1641,-0.046680884000493854,1
1300,776626.0,0.0373,0.024348624039279093,1
1301,776970.0,0.0139,0.0,0
1302,777744.0,0.0139,0.0,0
1303,778539.0,0.1507,0.0,0
1304,778664.0,0.16410000000000002,0.0,0
1305,778823.0,0.48529999999999995,0.0,0
1306,778864.0,0.20089999999999997,0.0,0
1307,779493.0,0.0157,0.0,0
1308,779642.0,0.0254,0.0,0
1309,779724.0,0.0113,0.0,0
1310,779921.0,0.0265,0.0,0
1311,780426.0,0.0928,0.0,0
1312,781381.0,0.0259,0.0,0
1313,781414.0,0.1641,-0.004924274225471181,1
1314,781540.0,0.0299,0.0,0
1315,781936.0,0.16410000000000002,0.0,0
1316,782656.0,0.1641,0.0,0
1317,782958.0,0.4829,0.0,0
1318,782971.0,0.1855,0.0,0
1319,784258.0,0.1641,0.0,0
1320,784900.0,0.0743,0.0,0
1321,785893.0,0.194,0.0,0
1322,786572.0,0.0281,0.0,0
1323,786946.0,0.0281,0.0,0
1324,786975.0,0.0686,0.0,0
1325,787473.0,0.0341,0.0,0
1326,788200.0,0.0281,0.0,0
1327,788539.0,0.0386,0.0,0
1328,788666.0,0.0599,0.0,0
1329,789933.0,0.21530000000000005,0.0,0
1330,790293.0,0.0458,0.0,0
1331,790523.0,0.0375,0.0,0
1332,790845.0,0.0101,0.0,0
1333,791087.0,0.0281,0.0,0
1334,791263.0,0.2194,0.0,0
1335,791597.0,0.2194,0.0,0
1336,791886.0,0.07,0.0,0
1337,792047.0,0.2188,0.0,0
1338,792391.0,0.2475,0.0,0
1339,792496.0,0.49319999999999997,0.0,0
1340,792646.0,0.0421,0.0,0
1341,793669.0,0.1049,0.0,0
1342,794240.0,0.422,0.0,0
1343,794298.0,0.0287,0.0,0
1344,795089.0,0.0386,0.0,0
1345,795305.0,0.0753,0.0,0
1346,796858.0,0.0386,0.0,0
1347,796865.0,0.45420000000000005,0.0,0
1348,797343.0,0.4542,0.0,0
1349,797552.0,0.4542,0.0,0
1350,798079.0,0.0287,0.0,0
1351,798763.0,0.2845,0.0,0
1352,799053.0,0.0359,0.0,0
1353,800290.0,0.3193,0.0,0
1354,800488.0,0.2187,0.0,0
1355,801374.0,0.2922,0.0,0
1356,801488.0,0.0255,0.0,0
1357,801846.0,0.2111,0.0,0
1358,802607.0,0.27170000000000005,0.0,0
1359,802780.0,0.273,-0.03626130322678766,1
1360,802798.0,0.273,0.0,0
1361,802992.0,0.0126,0.0,0
1362,804744.0,0.2322,0.0,0
1363,805041.0,0.0226,0.0,0
1364,805382.0,0.0383,0.0,0
1365,807806.0,0.0599,0.0,0
1366,808584.0,0.1081,0.0,0
1367,808868.0,0.0754,0.0,0
1368,809063.0,0.10809999999999997,0.0,0
1369,810139.0,0.0505,0.0,0
1370,811753.0,0.11129999999999995,-0.10660231403656546,1
1371,812280.0,0.4894,0.0,0
1372,814552.0,0.1322,0.0,0
1373,814925.0,0.0391,0.0,0
1374,815113.0,0.0825,0.0,0
1375,815955.0,0.0303,0.0,0
1376,816039.0,0.41369999999999996,0.0,0
1377,816204.0,0.26649999999999996,0.0,0
1378,816279.0,0.044,0.0,0
1379,816419.0,0.26649999999999996,0.0,0
1380,816710.0,0.0609,0.0,0
1381,818225.0,0.2762,0.0,0
1382,820624.0,0.0105,0.0,0
1383,821273.0,0.0838,0.0,0
1384,821821.0,0.4059,0.0,0
1385,822001.0,0.4059,0.0,0
1386,822611.0,0.0103,0.0,0
1387,823394.0,0.0142,0.0006247059363843715,1
1388,823484.0,0.0207,0.0,0
1389,824629.0,0.4081,0.0,0
1390,824987.0,0.0323,0.0,0
1391,825023.0,0.14590000000000003,-0.059247188320851234,1
1392,826227.0,0.1362,0.0,0
1393,826607.0,0.1362,0.0,0
1394,826705.0,0.0122,0.0,0
1395,827419.0,0.037,0.0,0
1396,827741.0,0.2202,0.0,0
1397,827770.0,0.1362,0.0,0
1398,828473.0,0.1358,0.0,0
1399,828540.0,0.245,0.0,0
1400,829124.0,0.2176,0.0,0
1401,829768.0,0.1894,0.0,0
1402,832376.0,0.1384,0.0,0
1403,833253.0,0.13939999999999997,0.0,0
1404,833785.0,0.0123,0.0,0
1405,833945.0,0.0308,0.0,0
1406,834016.0,0.2523,0.0,0
1407,834229.0,0.0159,0.0,0
1408,834536.0,0.1337,0.0,0
1409,836433.0,0.3689,0.0,0
1410,836471.0,0.0302,0.0,0
1411,837103.0,0.0841,0.04201540687286978,1
1412,839858.0,0.1815,0.0,0
1413,839979.0,0.1509,0.0,0
1414,840004.0,0.1033,0.0,0
1415,842188.0,0.0577,0.0,0
1416,842441.0,0.24139999999999995,0.0,0
1417,842748.0,0.1105,0.0,0
1418,844035.0,0.0161,0.0,0
1419,844404.0,0.0652,0.0,0
1420,845431.0,0.0527,0.0,0
1421,845888.0,0.4736,0.0,0
1422,846083.0,0.1137,0.0,0
1423,846891.0,0.0134,0.0,0
1424,847015.0,0.4758,0.0,0
1425,847448.0,0.023,0.0,0
1426,847588.0,0.0229,0.0,0
1427,848085.0,0.0159,0.0,0
1428,848651.0,0.0134,0.0,0
1429,848978.0,0.3123,0.0,0
1430,849893.0,0.2119,0.0,0
1431,849901.0,0.091,0.0,0
1432,850332.0,0.0308,0.0,0
1433,850401.0,0.0686,0.024037332945295448,1
1434,850604.0,0.1061,0.0,0
1435,853012.0,0.47940000000000005,0.0,0
1436,854358.0,0.0383,0.0,0
1437,854743.0,0.0233,0.001092607276172144,1
1438,855093.0,0.011,0.0,0
1439,855634.0,0.4969,0.0,0
1440,856929.0,0.0658,0.0,0
1441,857508.0,0.057699999999999974,0.0,0
1442,857814.0,0.231,0.0,0
1443,857974.0,0.0182,0.0,0
1444,858107.0,0.231,0.0,0
1445,858698.0,0.2061,0.0,0
1446,858826.0,0.0577,0.0,0
1447,859741.0,0.0577,0.0,0
1448,861158.0,0.057699999999999974,0.0,0
1449,861622.0,0.0707,0.0,0
1450,861830.0,0.2059,0.0,0
1451,862248.0,0.2796,0.0,0
1452,862869.0,0.1643,0.0,0
1453,862949.0,0.2639,0.0,0
1454,863069.0,0.2796,0.0,0
1455,865516.0,0.2599,0.0,0
1456,865640.0,0.2599,0.0,0
1457,866111.0,0.0786,0.0,0
1458,866926.0,0.1148,0.0,0
1459,868365.0,0.0195,0.0,0
1460,868903.0,0.055,0.0,0
1461,868985.0,0.1693,0.0,0
1462,869855.0,0.027,0.0,0
1463,869919.0,0.1087,0.0,0
1464,870170.0,0.2738,0.0,0
1465,870171.0,0.1087,0.0,0
1466,870594.0,0.0545,0.0,0
1467,870973.0,0.0108,0.0,0
1468,871976.0,0.4607,0.0,0
1469,873119.0,0.0153,0.0,0
1470,873332.0,0.0132,0.0,0
1471,874318.0,0.027,0.0,0
1472,876493.0,0.2964,0.0,0
1473,876645.0,0.4057,0.0,0
1474,877253.0,0.0137,0.0,0
1475,877384.0,0.0357,0.0,0
1476,880277.0,0.0102,0.0,0
1477,880323.0,0.0103,0.0,0
1478,880487.0,0.1578,0.0,0
